Gene	B	cancer	CD4	CD8	M0	M1	M2	Mono	Neu	NK
CACHD1	0.22673294826521	3.96606528530128	8.92461652242933	0	0.359881796312096	0.677445667426567	0	0.280041524557261	0.64051432832626	0
CACNA2D2	0	1.32980596061284	1.25942455403506	6.29546010763663	0	0	0	0.242696140548895	0	9.56013543086873
CADM1	0	17.4778894604073	0.171167077039734	4.72159508072747	3.0759619275711	1.71690415845438	0	0	0	1.44821128323817
CALCRL	0.22673294826521	9.70336659486698	0	0	1.59993784143192	0.903820743854523	1.25857561962824	2.68936490647734	0	0
CAMK2N1	0	45.10388208358	0.97466362408925	5.69970749101156	0	0	0	0	0	0.496252302610684
CAND2	1.20506236369884	1.34195953346457	1.64054872606101	0.821420679922754	0	0	0	0	0	0
CAPN5	0	9.4801621914905	2.19344990128738	0.821420679922754	2.46394832827182	0.414076029211221	0.629287809814121	0.313393465182143	0	4.75979490313743
CARD10	0	16.1004616791632	0.198947833551249	0.590199385090934	0.21860446407804	0	0	0	0	0
CAV2	0	48.3137147280911	0.258489862113294	0	2.82222590318471	2.03275205537114	0.814387102155904	0.316640570206339	0	0
CBS	0.496432224342356	15.9888249121862	0	0	10.8117676659356	3.74175763772189	0.629287809814121	0	3.79232397631264	0
CCL15	0	0.127184723814125	0	0	0	27.2976602980977	0	0	0	0
CCL2	0	51.7079122527348	0	0	33.9205419261235	2277.50493342336	7.5422959385742	3.13393465182143	0	0
CCL23	0	0.710710123195085	0	0.393466256727289	0.57293207110742	40.392210525413	0	0.949921710619017	0	2.44071588845954
CCL28	29.4379520275002	6.39562171685831	38.0695971047656	25.0787129604509	4.12652796511122	2.32601266681275	11.3238331432019	0.626786930364285	0	41.1775099145452
CCL5	0	26.2540895188727	2.91520499654007	237.390576497676	0	34.5088645370085	0.116341014593701	3.1404527449402	0	207.212397587525
CCL7	0	0.271937202318684	0	0	3.52867028620572	214.232624455232	2.56829205309734	0	0	0.455706678016801
CCL8	0	1.53716216194301	0	0	1.89456103237135	133.717570117623	1.16740547868061	0.280041524557261	0	0
CCM2L	0	2.32322460629302	0	0	0	21.3556855645641	0	0.940180395546428	0.578410944218206	0
CCND1	7.74682948092111	94.5990449298178	1.93500939532695	3.28568271969101	812.701029489116	1129.45121409789	60.3809865741306	0.62809054898804	0	1.90391796125497
CD2	0	7.98640092197169	684.453834470681	1295.38041223818	0	0	0.814387102155904	12.7744833057673	0.496398616719462	698.220503468338
CD200	42.3990613255942	8.25338818746324	3.41633438912546	0	0	0	0	0	0	0
CD22	282.304458242686	2.31642348102545	0	0	7.8406438915585	1.44919201219558	14.3099447950252	0.672341226619334	0.283937938821916	0.455706678016801
CD248	0.906931793060838	20.582741746591	2.02236709403644	4.92852407953652	0	0	0	0	0	0
CD276	0	104.090604687802	0	0	546.940388822255	472.589830178911	662.954707639176	0.35596055957	0	0
CD36	0	11.5811309932118	0	0	554.756709425542	384.532403962866	924.935360758646	417.126702157432	0.546736554552333	0
CD38	11.2524637517601	3.04574073815546	5.88917394025845	3.14773005381831	0.188824889839559	20.8985087121439	0	5.64108237327857	2.82130755603606	53.8562056498278
CD3E	0	11.3691150866009	234.519620298549	472.316890955583	0	0	0	0.566290994614087	0	155.518267637972
CD4	0.330954816228237	22.4139343320294	11.0265972708576	0	3.15251007047522	1.01637602768557	0	5.042559199645	0.675410302863387	0
CD48	47.3417357167401	11.7366220121134	41.3119283164895	81.3206473123526	64.2874584756706	63.9258518377865	2.56829205309734	67.0662015489785	22.6810475064999	63.9531390079011
CD69	586.558137162097	4.60805878576266	451.5964054405	273.533086414277	0	0	0	6.64945197433312	0.943625898144281	205.781869524597
CD79A	295.211696075587	4.11391451705618	1.10500345445799	0	0.188824889839559	1.39282651524112	0.314643904907061	0.549579230364535	0.239513854455901	0.911413356033602
CD79B	346.34421518285	3.9146477119825	9.46258976228889	13.6792979784277	1.3346890320544	1.49473797003771	0	5.69536895311999	0	33.2374730727742
CD86	2.94752832744772	5.92225528660231	0	1.64284135984551	11.0454759337312	4.48912662274075	41.1603501019714	74.2742512481678	0	0
CD9	1.09522907263669	700.294206649439	0	0	30.0120424256142	8.12389547954906	9.65630421127714	1.12016609822905	0	0
CDA	0	6.81684048793751	0	0	185.167797917027	63.2450574435091	24.470560156263	150.102257162692	384.41534879663	0
CDC14B	2.04059653438689	8.07896035179234	3.08038418958549	3.28568271969101	0.167828205678165	0.162898710884762	0.350221643604182	0	0	0
CDC42BPA	0	13.0730037360311	0.94730162015982	0	10.0884366813559	3.37012330461633	0.817183835076425	0.316640570206339	0	0
CDC42BPG	9.85706165373019	10.0473866994241	9.83431271623262	9.85704815907304	0	0.100470927330584	0.16760657641276	0.633281140412678	4.46889843875712	9.89420523510389
CDC42EP1	0.344303532485383	68.8708663232473	0	0	39.084573182594	29.2520868982312	0.885168819397235	10.3615364086187	0	0
CDCP1	0	16.9871493432569	0	0	1.2222880617528	0.995531628381134	8.37655305074644	0.313393465182143	0	0
CDH1	0	114.593980483152	0	0	0	0.351648245657044	7.55145371776945	0.336170613309667	0	0
CDH5	0	13.6539630465836	0	0	0	0	0	0.336170613309667	0	0
CDHR1	0	0.396457037644283	0.187147529196841	4.13139569563654	0	0	0	0	0	0.951958980627485
CDHR3	4.7613919135694	2.21251246449928	4.04635169369067	1.13994149820231	0	0	0	0	0	4.63815802935578
CDK14	153.06660250556	8.7248183194164	0.927545800008251	0	20.8785856303494	33.8456731674778	14.6589678388063	22.5643294931143	91.015673034602	0.496252302610684
CDK2AP1	0	161.811008455506	0	0	12.4278431541127	10.1837882155951	10.2380092842456	19.631715352793	0	0.992504605221368
CDKN1B	95.4804644818464	41.7886044063824	99.1697916326118	110.564018140368	0	0	0	12.3489822380472	47.5582879746633	40.4071430472614
CDKN2B	0.22673294826521	8.45665641880348	0.264360337736724	0.821420679922754	83.468027632963	26.3856667997124	1.62877420431181	11.3990605274282	0.300156998566504	0.496252302610684
CDO1	1.13366474132605	1.13288021690165	0.650642534066936	0.786932513454579	0	0	0	0	0	0
CDS1	0.330954816228237	13.3040309779942	1.89565457014453	1.13994149820231	17.6866340860595	12.7150981705758	12.2577575261464	1.008511839929	0	0
CEACAM1	0.906931793060838	15.3517717024956	2.18828034687322	0.786932513454579	0.167828205678165	0	0.147528136566206	0.323594854065193	29.9400074960015	0
CEACAM6	0	11.3412346611203	0	0	0	0	0	0	3.38013376729239	0
CELSR1	26.2854977432805	24.994069907336	9.42739136195104	3.41982449460694	22.7368525410788	12.6205236932959	8.26157564770753	0.280041524557261	0	0.951958980627485
CELSR2	0.906931793060838	16.0877437523003	4.32588379840327	5.74994475945928	0.38087848047349	0.309016279418285	1.62280950222826	1.68085306654833	0	5.29659283034199
CERS4	54.1891746353851	58.6419893547236	15.8935588908112	28.4985374550578	18.1159430784485	8.81801432593845	0.16760657641276	10.968771281375	23.1328374437335	118.124004846996
CES1	0	12.2728338161253	0.182111878611506	11.3994149820231	1.78326547758862	9.78127352640445	0.295056273132412	24.7310653664041	0	2.9775138156641
CES3	1.65477408114119	1.3899407297065	0.394872337918838	0	0.407429353917599	0.050235463665292	0.233481095736122	0.560083049114523	0	0
CFH	0	30.6108777730911	1.5289155072301	21.05044473491	0	0	0	0.404493567581491	0	2.35962463927177
CGNL1	0.330954816228237	5.60480804590862	0	0	0	0	0	0	0	0
CHI3L1	0	34.7093427879401	0	0	7041.98240914583	9758.25969109503	281.74665494985	0.280041524557261	475.663451837902	0
CHI3L2	15.6445734302995	5.11832077191046	13.0264142667432	19.3790054694393	0	8.81535453459674	3.46108295397767	0.566290994614087	0	20.396594839116
CHIC1	1.54936589618422	3.66534419791808	5.42383327240353	5.74994475945928	0	0.192674440695	0	0	0	7.24105641619085
CHIT1	0.906931793060838	2.95910504982588	0.202689158136662	0	1240.29132386618	958.901753957663	125.542918057917	0.235533955870515	6.23620591399718	0
CHL1	16.8786956276401	1.78628530218263	0	0	0	0	0	0	0	0
CHMP4C	0	19.2149306686499	0	0	6.427672074694	3.94506134739613	30.0159817651747	0	0	0
CHRD	0	4.91834488680746	0	0	1.41530180029262	0	0.590112546264824	0.242696140548895	0	0
CHST10	3.62772717224335	7.2898415738381	0.53179814377728	2.27988299640462	0.19205359063393	0	0	0	0	5.83339075754656
CHST15	12.0168462580561	19.8609939379965	0	0	42.274035428544	31.7838325322192	1.50845918771484	59.9288862552539	119.593247453179	0
CHST3	0	6.44372743969386	0	0	0	0.936118519791136	0	0	0	0
CIITA	65.7525549969108	7.61885100366253	0	4.72159508072747	2.03991334210594	1.61643323112379	7.70990251498696	40.0459380116884	5.10098038755776	0.911413356033602
CILP	1.33319645849693	1.13649562032575	1.33406397243631	0.821420679922754	0	0	0.314643904907061	0	0.700061781932022	0.951958980627485
CKAP2	3.27088355861113	15.6841606249122	3.53029829322692	1.18039877018187	5.53080971885153	1.25442040752255	0.933924382944486	3.025535519787	0.650223255187686	0
CKM	0	0.286956560756981	0	0	0.38087848047349	0.309016279418285	0.116341014593701	0.313393465182143	0	0
CLDN1	0	39.0712598563076	0	0	0	0.309016279418285	0	0	0	0
CLDN3	0	50.3971044566172	0	0	0.167828205678165	0	0.232682029187401	0	0	0
CLDN5	0	10.289118046574	0.857176556914819	0	0	0	0	2.50714772145714	0	0.455706678016801
CLDN7	0	139.938828345328	0.516707213206058	0	5.73388335603777	2.66859123093352	3.51973810466796	1.34468245323867	0	0
CLEC10A	0	2.70657961206898	0	0	3.20561181736344	0.162898710884762	0	41.0128148237794	0	0
CLEC3B	0	11.2360811021335	1.36048549512255	0.821420679922754	1.81854230550996	1.02909391308361	1.75110821802091	10.6553778161929	0	0.951958980627485
CLEC5A	0	2.06498824085109	0	0	2.29172828442968	14.9969763567694	0	8.71475636720906	1.58913084220736	0
CLIC4	22.5049275035201	71.4856118552335	0	0	3.20851330532793	7.9915443784026	1.18022509252965	45.4650769961596	0.335622615191555	0
CLIC6	0	3.32667993080609	0.561790231551706	0.821420679922754	1.32712621494678	0.548247592274761	0.116740547868061	0	0	0
CLMN	25.4835208495743	10.7666848773824	0.171502369968771	0.393466256727289	22.0461921368365	24.6590904966854	14.4736196257248	43.6864778309328	0.254364462538868	0
CLU	1.33319645849693	674.476539575376	10.4438486075231	31.9183619496647	287.148860052439	294.04633164972	91.1779775685414	19.9483559229994	0	2.35962463927177
CMBL	0	27.9613819061903	0.36335025682191	0.393466256727289	3.66937161896363	0.969819155524092	0.885168819397235	0	0	0
CNR1	10.9522907263669	0.366830789965251	0	0	0	0.050235463665292	0	0	2.78635810563354	0.455706678016801
CNRIP1	0	6.1448540969998	0.169185540821263	0	23.1061077341364	10.7274799220788	0.147528136566206	0.949921710619017	0	0
CNTNAP1	1.36039768959126	3.75215941128433	1.23647634477934	2.46426203976826	0.410658054711971	0.100470927330584	0	0.242696140548895	0.141494330109951	0
CNTNAP2	26.5113720013745	0.951662008530711	0	0	0	0	0	0	0	0
COBL	0	11.1993308604607	0	0	0	0.296823959529399	0	0	0	0
COBLL1	380.283251630105	17.3446507579725	1.00801724195355	0	0.695538207668426	0.355573151579761	0.295056273132412	0.404493567581491	0	0
COL12A1	0.165477408114119	39.0103696068935	0	0	0	0	0	0	0	0
COL15A1	0	22.7277894958455	0	0.196733128363645	2.13991857310635	1.22961816562405	1.16740547868061	0	0	2.85587694188246
COL1A1	1.98572889736942	402.96591480493	0.710832554084955	1.64284135984551	0.38087848047349	0.325797421769523	0	0	0	0.496252302610684
COL4A2	0	121.686855493278	0	0	2.81123139581901	1.4295114382962	0.8380328820638	0	0	0
COL4A3	4.08119306877377	0.680035382207956	0.0811744580346722	0.786932513454579	0	0	0	0	0	0
COL5A1	0	46.9925698688655	0	1.57386502690916	0	0	0	0	0	0
COL6A1	0	161.893919137563	0.581084533122016	2.27988299640462	3.88797608304167	3.90894693754748	0.314643904907061	0.242696140548895	0	0
COL6A2	0	212.573481798758	8.58597754245786	45.9995580756742	21.0111370081062	15.3770997205256	0.8380328820638	0	0	8.7298133240229
COL6A3	0	76.2729694056269	3.19823242905883	2.27988299640462	2.73565453923808	1.09649518454952	0.583702739340304	0	0	0
COLEC12	0	5.05261680792173	0	0	13.7627844712875	1.58519131720381	19.4956714939661	1.25357386072857	0	0
COLGALT2	0	0.520645061685634	0.0866521992154856	2.95099692545467	0	0	0	0	0	1.94446358584885
CPE	0	48.3628407108027	0	0.196733128363645	6.19261917064883	1.45682844629347	2.20250733434942	0	0	0.951958980627485
CPEB1	0	0.663172052388336	0	0	2.19619208518907	0.910267695903616	0	0	0	0
CPM	1.09522907263669	12.3005446121847	0.752481087035304	0	97.5242632059796	130.350881707768	138.757962064014	3.6405398192444	0	0
CPNE5	38.7713341533508	2.33071412478269	0.523973824821447	1.13994149820231	0	0	0	0	0	0.455706678016801
CPS1	0.165477408114119	0.912751718227116	0.697286021940376	0.786932513454579	0	0.393616295356168	0	0	0	0
CPXM1	0	7.00923194793765	0.333515993109078	0	0	0.309016279418285	0	0.280041524557261	0	2.89642256647634
CR2	18.420238987968	0.147059836390519	2.20226503118186	0.821420679922754	0	0.146117568533523	0	0	0	0
CRABP1	0	0.810037287954168	0	0	0	0.536055272385876	0	0	0	0
CRABP2	0	70.2693748341418	0	0	130.965750516598	43.188985658179	146.159165930812	0	0	0
CREB5	0	3.02719561670232	0	0	0	0	0	10.6788167871	156.660262783261	0
CRIP2	1.37721412994153	168.977709583973	12.7768265711103	13.1427308787641	0	0	0	1.06788167871	0	1.3671200340504
CRISPLD2	0.165477408114119	19.8849613119365	0.51771309199317	0	0	0.050235463665292	0	17.4808718921027	49.7045798288943	0.455706678016801
CRKL	0	31.143943342978	0	0	0	0	0	2.53312456165071	0.867616416327309	0
CRYZ	1.33319645849693	38.7160674633482	1.26143879996659	1.13994149820231	0.629262518790011	0.544322686352044	1.32775322909585	0	0	0.951958980627485
CSF1	0	19.3479863556088	0	1.57386502690916	8.22387261345607	10.0070176229641	1.17324603488932	0	2.48582713894007	0
CSF1R	0	16.603352337069	0	0	10.0524649117829	31.460318352047	2.83179514416354	36.66393763571	9.36241434812275	0
CSGALNACT1	5.21485781009982	7.537949375832	7.35435742784489	0	0	0	0	1.68085306654833	8.11975641487005	0.455706678016801
CSPG4	0	6.21064946289779	0	0	29.1678764137685	17.8224533706319	9.33924382944486	0	0	0
CSRP2	0	39.1079063070474	0	0	3.31006582212768	0.313605101880637	0	0	0.143405093720248	0
CSTA	2.19045814527337	12.5225558060384	0	0	1427.28568824552	739.583770334119	1405.21353664458	1124.76914653871	437.846619540399	0.455706678016801
CTSF	1.65477408114119	44.532785043959	8.46184744468776	2.27988299640462	0.386432669756205	0	0	0	0	3.31158361989926
CTSL	0	131.857573048868	5.04621153709376	0	243.863253034927	580.631326495097	650.8941385301	6.01617083392044	0	0
CTSW	0	4.7009554359338	2.00550503913966	23.4112422752737	0	0	0	0	0	47.1211063437317
CTTN	0	173.501634996966	0.995970938148865	0	88.4165254628306	47.5323937829694	74.5706054629733	0	0	0.496252302610684
CX3CL1	0	28.3440855239752	0	0	0	0.355573151579761	1.27975116053071	0	0	0
CXADR	0	16.5849815722644	1.03489691625391	1.13994149820231	14.9581427923571	6.23066901541941	1.25857561962824	0	0	0
CXCL1	0	10.8863378380204	0	0	1.58313000597078	282.65809262605	0	59.08945288862	693.380877301475	0
CXCL10	0	18.5977746412772	0	0	0.527710001990261	11.9935268672821	0.147528136566206	25.0714772145714	0	0
CXCL13	0	5.04286308766013	0	0	0	3.95008706303275	0	0	0	0
CXCL16	11.9987681264723	63.0515431767415	0.803753284816676	0	61.8362508130406	107.596922438964	91.1779775685414	22.78147581248	69.897767959065	0
CXCL3	0	1.88222417258898	0	0	4.19745463096632	122.138644977265	0.583702739340304	144.704740584297	1.48437945972	0
CXCL5	0	0.642002870920417	0	0	0.356653095517725	102.405338080349	0	3.29747538218721	0	0
CXCR6	0	2.70057120434786	2.22249506609576	328.568271969101	0.356653095517725	0	0	0.313393465182143	0	17.4596266480458
CYBB	365.705071932202	10.8730847404759	0.535858505577793	0	2723.4613654918	3896.72285432182	120.509128440774	3841.80003831351	100.383755139432	2.40017026386565
CYFIP1	2.41012472739768	62.8484102664483	2.88829234278859	5.7052607225457	142.606593901389	93.0454193851378	133.58244140097	39.5800712757924	0	1.44821128323817
CYGB	0.22673294826521	13.7246743236095	0	0	6.67791497828267	1.81920282772965	7.44582493399683	0	0.499994858004302	0
CYP1B1	0	8.95794358695593	0	0	4.07807719519969	36.6485135372212	2.68170522260416	15.3097071315835	0.141968969410958	0
CYP27A1	0	23.3434656264111	0	0.196733128363645	79.1135613496117	54.5060394429678	66.5421122847946	14.4160993983786	20.4933413526079	0
CYP2C19	0	0.0177228906572604	0	0	0	0	0	0	0	0
CYP2E1	1.15834185679883	1.8292541492446	3.55878419224038	2.27988299640462	0.410658054711971	0	0.116740547868061	0.672341226619334	0	1.90391796125497
CYP2J2	0.330954816228237	5.99252900153737	1.54452720850605	0.590199385090934	0	0	0	0	0	0
CYP2S1	0	4.56068412367882	0	0	1.13617803983173	0.50235463665292	1.34085261130208	2.83145497307044	0	0
CYP2U1	29.7822555599856	3.07181203644909	7.59326411161664	4.10710339961377	0	0.293145368025584	0.147528136566206	1.06788167871	0	2.40017026386565
CYP3A5	0	2.64830409635678	0	0	0	1.19984243581381	0	0	0	0
CYP4F3	0	0.766716619237379	0	0	0	0.309016279418285	0	2.193754256275	278.396591487273	0
DAB2	0	24.9342125067647	0	0	170.376502048417	120.824740484632	155.119445119181	1.88036079109286	0	21.560986750197
DBN1	0	56.0029348005573	0.171502369968771	9.83665641818223	2.09792520478356	0.355573151579761	0.737640682831029	1.13258198922817	7.73728287422814	0
DCTD	2.92658002612575	79.1840163298838	5.14149306175196	2.95099692545467	0.43720892815608	3.30350561548214	1.63436767015285	0.949921710619017	0	0.992504605221368
DDIT3	3.62772717224335	47.688438683784	0.752481087035304	0	2.22597165942756	0.43835270560057	2.17888549336588	1.34468245323867	6.3706434187412	0.992504605221368
DENND5B	26.6418627063731	3.50809112210724	0	0	9.98628667449629	10.568765356999	10.0686049570259	1.25357386072857	0	0
DES	0	3.59448579052085	0	0	0	0.343380831690876	0	3.91556615527	0	0
DGAT2	0	10.8438926826726	0	0	0	0.150706390995876	0.581705072968503	10.4212890125997	157.743901827722	0
DHRS3	0	91.9139997062196	64.6863808156238	36.1425099166012	24.2075246411481	3.52595578598738	17.2184701598677	1.56696732591071	0	41.9769912042812
DIDO1	1.09522907263669	31.7949899525493	1.19328149051976	0.821420679922754	0	0	0	0.626786930364285	0.720970420242662	0.455706678016801
DIP2C	0	6.69899058222443	0	0.821420679922754	0	0	0	0	0	0.496252302610684
DIXDC1	0.827387040570593	6.33420029638123	0.250806006904188	0	19.1752804213115	3.9763953971177	5.19580386879556	0	0.0707471650549755	0.496252302610684
DKK3	0	50.8396842145993	0.169185540821263	9.1195319856185	0	0	0	0	0	0
DLG3	7.70892024101712	26.6121186702838	17.9082420816942	59.1422889544383	0.38087848047349	0.162898710884762	11.9497790618627	0.280041524557261	0	34.807321229794
DLG4	1.33319645849693	8.77083431587449	0.884873853773287	0	1.06995928655317	0.484909577762046	0.930728116749604	1.68085306654833	0	0
DLG5	0	27.6060464492236	0.17257103066439	5.74994475945928	0.38087848047349	0.538931596319577	0.116740547868061	0.940180395546428	1.45468507829892	10.3499119131207
DMD	2.4940624309173	5.13049132390706	0.167204004602792	0	0	0	0.16760657641276	0	0	0
DMGDH	0	1.03785521932336	0	0	0.19205359063393	0	0	0	0	0
DMKN	0	80.0706078100736	0	3.41982449460694	0	0	0	0	0	1.90391796125497
DOCK4	0.22673294826521	6.84968862204072	0.29878074802775	0	22.1634915208248	54.2284576451565	1.5732195245353	8.46162355991785	55.63294916202	0
DOCK6	1.37721412994153	33.868778204052	0.560784352764594	1.18039877018187	4.65423796710148	2.45923633124809	2.95056273132412	1.29437941626077	2.85292246059996	0
DPP4	0	7.90661325750512	18.824206279421	58.8232053807298	3.03411304061043	1.98343410269199	0	0.672341226619334	0	0
DPYSL2	1.33319645849693	25.1775923900796	1.27256466770101	4.91832820909112	9.66835773051505	14.4349467082756	0.817183835076425	13.4468245323867	0	2.81533131728857
DPYSL3	0	35.9819648978016	0	0	1.59444058774906	2.0869453616305	1.77033763879447	0.323594854065193	0	0
DSC2	0	14.8504257566533	0	0	30.8044821731056	28.7821983976978	16.090231335625	44.8152655210464	93.3378546845572	0
DSCAML1	2.81311593794001	0.181684162735011	0.37187677197466	2.27988299640462	0	0	0	0	0	0
DSP	18.5923907542107	75.2344665819535	0	0	2.47732447347487	0.874045014044284	1.63436767015285	0	0	0
DST	1.65477408114119	78.5021068576644	13.7374902897069	1.96733128363645	50.9685962583471	29.3193760811255	22.2211337873968	43.3797581182684	0	11.0083467141069
DTX1	38.3330175422841	2.98787674796964	6.56801664701423	2.46426203976826	0	0.870258459152046	0	0	0	2.40017026386565
DTX3	3.99958937549078	28.9303380853908	34.2794524604235	41.3139569563654	0.188824889839559	0	0	0.35596055957	0.0707471650549755	66.6062878268142
DUOX2	0	1.13151802976863	0	0	0	0	0	0	0	0
DUSP4	0.330954816228237	7.2916393061534	0.819546725898419	2.46426203976826	0.167828205678165	0	0	0.313393465182143	0	0
DYSF	0	10.3636701218386	0	0	0.719763592624191	0	1.39609217512441	4.98344783398	38.9219080940793	0
E2F5	141.708092665756	10.0075838821233	2.67302997771202	1.13994149820231	1.60735539092655	0.981765160994076	0.233481095736122	0	0	6.08636931259394
EBF1	62.5504602671368	2.11682022873062	0.288272696656529	0	0	0	0	0.35596055957	0	0
EBF4	0.688607064970765	11.7071829537573	4.76615905961178	9.03562747915029	0	0	0	0.336170613309667	0	16.5579180994963
EBI3	1.58713063785647	2.78767681853274	0	0	0	133.946130500851	0	0.633281140412678	0	0
ECHDC3	6.45361891645062	15.5394827765518	0.941141541402039	0	3.88797608304167	4.84490114104214	4.57337223355238	6.44095506481701	9.97380242611551	0
ECM1	0	26.7797004086233	0	0	0	0	2.44316130646771	0	0	0
EDA	0	1.5034866653072	8.63810421329008	3.41982449460694	0.764985661741351	0.196353032198815	0.295056273132412	0.161797427032596	0	0
EDAR	0	0.200644684815007	4.07053629219811	0	0	0	0	0	0	0
EDN1	3.99958937549078	7.16280547479751	3.57228803494042	0.821420679922754	0.551935386946026	16.2793222389288	0	4.27152671484	2.92845034031563	0.951958980627485
EFHD1	0	11.9117201301713	2.18828034687322	0	0	0	0	0	0	0
EFNA1	1.15834185679883	142.328644206082	8.18386919416829	0	0	0.313605101880637	11.7504424739638	0	1.05775704329476	0.455706678016801
EFNA5	0	4.88021569800797	0	2.36079754036374	0	0	0	0	0.454965040295957	5.29659283034199
EGFL7	0	36.4098490840769	0.507712407636555	0	128.307361569611	67.5727344277459	655.676926926717	3.20364503613	0	0
EHF	0	26.4271518672027	0	0	0	1.60084630181966	3.852438079646	0	0	0
EIF1AX	0	69.5979317332647	0	0	41.8359577121501	107.875331089056	55.4517602373289	3.20364503613	0	0.455706678016801
ELF5	0	0.513667553785124	0	0	0.719763592624191	0	2.21807040949315	0	0	0
ELK4	21.3311433359508	11.7463731111554	0	2.46426203976826	0	1.734069966255	0	1.88036079109286	0	1.98500921044274
ELOVL6	0	9.39560983284756	1.22553154320757	9.03562747915029	0.21860446407804	0.200941854661168	0	0	0	11.5856902659054
EMILIN1	0.330954816228237	30.2805104641689	0.25476907934113	0.196733128363645	71.8036653212388	108.464714075818	2.68170522260416	0.94213582348206	0	1.40766565864429
EMP1	0	83.1102932584299	1.25443536569445	1.13994149820231	350.714712184551	81.6890443670906	201.153614232508	3.39774596768452	0	0.455706678016801
EMP3	1098.43903506152	65.688262387822	147.042682246038	216.588884658439	109.845104013903	84.4645642424742	2.55950232106141	404.033367583288	88.8940576798406	314.032805146115
ENAH	1.81386358612168	51.78224310991	0	0	0	0.38534888139	0.817183835076425	0	0	0
ENG	1.72151766242691	68.7596738431059	0.938980003099136	2.46426203976826	9.86041132114898	17.4623781485693	10.1794414230682	8.12120421216058	0	1.8228267120672
ENPP5	0	8.11744941158917	0.958913455154149	9.03562747915029	0	0	0	0	0	28.5993150434184
EPB41L1	0	43.7239131982029	0	0	27.6606980571076	13.1719622764278	27.572820458707	0	0	0.455706678016801
EPB41L3	0	10.8447405016031	0	0	3.33583770663192	9.12928352664264	0.8380328820638	14.2821177524203	0	0
EPHA1	0	16.4883589498423	58.8384062785915	15.9591809748324	1.52351392189396	0.355573151579761	0.349023043781102	0.35596055957	0.212241495164926	0
EPHA4	7.05822241595034	5.94488708829495	36.6386710658851	49.0174844226994	0	0.192674440695	0	0.840124573671784	2.27245278917734	28.4371325450429
EPHB3	0	16.0686833384252	0.743554466202029	0.590199385090934	0	0	0	3.16640570206339	0.283937938821916	0
EPHX2	1.33319645849693	24.6073803976987	108.263156272619	17.2498342783778	0.359881796312096	0	0	0.633281140412678	0	0.455706678016801
EPPK1	0.22673294826521	5.99154831340198	20.272329212583	1.13994149820231	0	0	0	0	0.2911162357194	0
EPS8L2	5.50885651976612	96.7182670036502	7.2966648045011	8.06605826290943	4.2662587977968	0.89506070105055	11.8022509252965	0.235533955870515	0.5917019005752	11.7981231963589
ERBB3	0	83.6461113872627	2.02857154693958	1.13994149820231	0	0	0.590112546264824	0	0	0
ERMP1	0	20.2895803665594	1.00643067576852	0.821420679922754	0.43720892815608	0.694118846389382	0.814387102155904	0	0	0.496252302610684
ERRFI1	0.453465896530419	52.0480179522154	0.941141541402039	0.821420679922754	0.410658054711971	0.618032558836569	0.232682029187401	0.336170613309667	0	1.44821128323817
ESAM	20.6846760142648	26.1579829176009	0.634736036559499	0	0	0	0	0	0	0
ESM1	0	6.55384144940577	2.09667592570741	7.97959048741619	0	0	0	0	0	2.85587694188246
ETNK2	1.33319645849693	13.7790226950981	3.18773930360415	7.39278611930478	3.60730503678143	0.485819808720584	17.0958707941015	0	0	0
ETS1	180.932892715637	29.579889974143	904.270075180846	681.779164335886	0.545477985357284	3.10694393653409	2.34649206977864	6.31009965427126	6.88608491817445	555.691066131404
ETS2	0	66.8897720559355	0	0	0	1.17006670600357	1.03269695596344	28.4976513185705	11.0744476056182	0
F2R	0	19.710106208769	6.99316026462399	166.632959724007	0.38087848047349	0.338792009228523	0.116341014593701	2.50714772145714	0.35142860507967	308.305094436697
F2RL1	0	12.4764726566927	7.09951806066901	5.69970749101156	0.43720892815608	0.146117568533523	19.8225660091448	28.2054118663928	187.740918629948	0
F5	0	2.36406708959251	13.3493870400697	0.196733128363645	0	0	0	57.9777910586964	65.9747015161368	0
FAAH2	1.72151766242691	11.9953586985402	68.8025272776195	21.6588884658439	0.384107181267861	0	0.232682029187401	0.672341226619334	0	0
FABP3	0	13.5594455604609	0	0	14.9454577504177	8.37085692702951	30.0023208020916	0	0	0
FABP4	0	5.91824537832477	0	0	3275.92594446761	2194.43774930869	104575.776860672	0	0	0
FADS3	11.9987681264723	24.1683779167438	0.173304398430971	1.64284135984551	0.377649779679119	0	0.629287809814121	0.626786930364285	0.213665413067948	0.951958980627485
FAM114A1	0.22673294826521	31.8206335031074	0.167093289483576	0	33.5645880434257	19.11771889483	20.1372099140519	9.07660655936101	4.92598231856348	0
FAM117A	3.44303532485383	12.423158539943	4.41661582132762	5.11506133745476	0	0	0.232682029187401	1.008511839929	3.1312454659408	2.81533131728857
FAM153B	1.33319645849693	0.470660307112117	6.46234383946451	0	0	0	0	0	0	0
FAM155B	0	0.969057986420451	0.368510907396806	0	0	0	0	0	0	0
FAM167A	1.15834185679883	1.18619483841041	0	0	0	0.25117731832646	0	0	0	0
FAM169A	22.0084952791778	1.83271649032014	8.53107428729301	7.39278611930478	0	0	0	0	0	10.8867098403253
FAM171A1	0	9.72894232529662	2.26209849251052	5.74994475945928	0	0	0	0	0	0
