Gene	B	cancer	CD4	CD8	M0	M1	M2	Mono	Neu	NK
MANBAL	1.33319645849693	84.2939667389011	1.67278883132077	0.983665641818223	1.03992057350198	0.578023322085	0.629287809814121	0.626786930364285	2.37851381370283	0
MAOA	0	38.5367019554939	0.410727378706808	0.196733128363645	5.67943809906479	57.5852736093897	116.694756023869	0	0	0
MAOB	0	10.7062730165504	0	0	0	0.338792009228523	0	0	0	0
MAP2	6.88607064970765	5.73673763784961	0.293527758850507	0	0.569703370313049	0.050235463665292	0	0	0	0
MAP3K9	23.806959567847	2.48778258408993	2.9189689720815	3.73792943890925	0	0	0.232682029187401	0	0	0.455706678016801
MAP9	100.896161978018	3.61804932265649	6.71345307031511	7.39278611930478	0	0	0	0	0	5.13441033196646
MAPK8IP1	7.40252594843573	6.16449315102733	0	2.27988299640462	0.602711645345901	0	0.465364058374802	1.34468245323867	0	0.911413356033602
MAPRE3	7.25545434448671	20.7079730509118	0	0	0.410658054711971	0.598236741521151	0.232682029187401	0	1.70884788103998	0.455706678016801
MARC1	0	12.8632262316882	0	0	39.3707186187408	8.2141031181114	106.117158012067	64.2780357518868	33.8713560251741	0
MARCKS	156.658107280849	63.0107195165195	0.334186578967153	0	253.483159995531	945.850639453123	2.34649206977864	450.262890833414	435.016699855861	0.951958980627485
MARCO	0	2.53319297009117	0	0	84.3997866594414	777.573746385699	9.80620602091711	98.6010750008899	0	0
MARVELD1	0	30.5099211174057	1.17618806601845	1.57386502690916	37.358529639615	20.5989866268133	12.5648295761197	39.7658964871311	0	0
MATN2	0	18.9775550793883	0.638441746410577	2.46426203976826	0.167828205678165	0	0.116341014593701	0	0.152445856567352	0
MBNL2	14.9643745855038	25.8702510472811	10.4734862840531	8.85299077636401	13.739469938581	5.76274194673023	13.8443318159107	17.1154674599241	0	6.62316723979851
MBNL3	21.8632743128218	3.74628345905227	4.07192831218965	13.9641515586868	9.9024452054637	6.79194794838543	15.293011770716	18.0485125017613	0	7.53458059583211
MCAM	0	57.7932721217883	2.23820129685662	3.28568271969101	0.386432669756205	0	0	0	0.357070506788196	0
MCF2L	5.21485781009982	23.518091163482	6.23799308909704	2.95099692545467	0.359881796312096	0	0	0	0	1.8228267120672
MCM5	2.66639291699386	43.9676115989701	10.6393624963481	0	1.15232154380358	1.55541558739357	0	4.38750851255	0	2.85587694188246
ME1	0	9.30430145791235	0.182743789106574	18.8926756382233	137.04928619609	76.2818576664777	2.33481095736122	5.06624912330142	0	0
MEF2C	86.9366419525591	7.64826211783146	0	0	7.23253974415081	1.25442040752255	0.295056273132412	61.049052353483	16.930064696183	5.37768407952976
MEOX1	0	1.03017840215314	10.1505721915139	3.34446318218196	0	0	0	0	0	0
MEST	1.15834185679883	30.6982319612926	2.50387520782959	0.786932513454579	0.973904023436277	0.401883709322336	0.116341014593701	0	0	0
METTL7B	0.172151766242691	4.10744759124047	0	0	73.3379618257637	63.4320863868444	281.076228644199	0.633281140412678	0	0
MFAP4	0	27.6461533533818	0	0	2.90327975545253	0.927048838254854	0.350221643604182	0.711921119139999	0	0
MGLL	0.172151766242691	35.0580816029417	0.455163106612292	0	10.9867579909846	12.1833072246718	16.9657357051137	6.40729007225999	0	0
MGP	1.15834185679883	367.421309713283	2.18828034687322	1.13994149820231	0	0	0	0.336170613309667	0.900470995699513	0.496252302610684
MGST1	0	306.916569453209	0	0	20.895846381642	17.2304073906754	21.0811416287731	1.88036079109286	0	0
MITF	0	4.9496849495246	0	0	118.450094742142	52.9002726404067	84.0099226101852	10.6788167871	0	0
MKKS	0	32.2677610526248	0	0	0	3.05672684948493	64.9077446146418	0	0	0
MLLT3	3.85446012050856	14.6256773555283	67.0607063215728	19.6733128363645	1.60735539092655	1.50706390995876	0.116740547868061	2.13576335742	0	14.0766565864429
MLPH	0	40.6578983542816	0	0	13.8437754133802	1.09649518454952	0.930728116749604	0	0	0
MME	6.0253118184942	4.88773246967806	1.35999178082885	0.821420679922754	175.5376470175	59.0869362725974	103.198644315366	3.16640570206339	1161.85008001477	0
MMP11	5.95718669210827	39.7452746742839	1.98420016875719	1.64284135984551	0.605037133834245	0.313605101880637	0	0	0	0.951958980627485
MMP2	0	110.733379677825	0	0	1.09095597071457	0.684941201464677	0	0	0	0
MMP28	0	6.49061805073569	51.7409748738285	0	0	0	0	0.316640570206339	0	0
MMP7	0	31.8487533251702	0	0	560.02331126495	5361.64269733688	2.83179514416354	0	0	0
MMP9	0.330954816228237	17.7123743204713	0	0	13190.8466053898	26581.7090268538	10.9170821058992	4.62748727441	568.672341779914	0
MMRN2	2.92658002612575	11.3259196202135	3.76456616560816	1.13994149820231	4.19585040956712	0.744354310054674	5.48680574979886	1.89984342123803	0	0.455706678016801
MOXD1	3.78733885733921	6.64157441111093	0.0855835385198669	0	0.19205359063393	0.355573151579761	0	0	0	0
MPEG1	140.324842080772	7.39145977769623	0.340508403033763	0	88.9789577838498	96.9056563858141	2.51715123925648	2617.37799451821	269.003322713524	0.951958980627485
MPP2	0.827387040570593	1.63851077571947	0.461579168104235	1.64284135984551	0	0	0	0	0	0
MPZL2	0	60.5702092853294	1.41732202705505	1.13994149820231	1.37790247334666	0.162898710884762	0	23.13743637205	11.5776496912565	0
MRAS	0	10.7523841389593	0.0855835385198669	0	212.544521849499	184.743999964316	322.642659594563	20.28975189549	0	0
MRC1	0	0.683348173386842	0.442068476257963	0	70.7790859267284	27.436948525119	3226.14529042979	4.48066439291618	0	0
MRPL28	0	92.1364746343626	0	5.11506133745476	1.3346890320544	1.31505811680171	0	0	0	0
MRVI1	0	5.67533842620805	0	0	0	0	0	0.313393465182143	20.9852916092617	0
MS4A1	1526.50994497898	0.888739407807453	0.408299834440085	13.1811196003642	0	0	0	1.008511839929	0	1.90391796125497
MS4A6A	0	43.8823347737041	0.9069903300817	0	31.7985678830619	1.84007761467614	8.37655305074644	739.355731431801	31.4446936387683	0
MS4A7	7.99917875098157	13.0338247685485	0	0	89.8061198503701	265.372946738274	211.755348002452	280.321566081819	0.324422236643407	0.455706678016801
MSR1	0	10.9658779477761	0	0	1099.27681793136	501.825749307966	1065.6836936783	4.78919043603381	0	0
MT1E	0	110.4457836296	5.86403369409941	54.717191913711	244.544700485988	550.20025771998	586.940418625219	3.36170613309667	0	1.48875690783205
MT1G	0	26.4389483412439	0	0	22.5012259839595	1553.63382058139	179.51418551808	0.840124573671784	0	0
MT1H	0	2.34094977541743	0	0	26.6502298450143	1311.23857911608	129.83657228657	0	0	0
MT1M	0	3.57065826377446	0	0	0.889917286790701	235.932872757714	11.0620340432422	0	0	0
MTMR11	0	14.0926709448239	0.9069903300817	0.393466256727289	1.75095821164895	1.72476125032742	4.57337223355238	123.498312329752	0	0.992504605221368
MTUS1	0	46.4141439662437	0.182111878611506	0	2.28675009462312	5.29870746453693	18.2115254674175	0	0	0
MUC4	0	1.50784206107501	0	0	0	0	1.5732195245353	0	0	0
MXI1	3.44303532485383	30.3239376995312	2.51591793705226	2.46426203976826	0.503484617034496	0.518471862464523	1.75110821802091	0.235533955870515	3.49848006090858	0
MYB	0	2.82184421185287	5.3412825402588	0.821420679922754	0.188824889839559	0.263369638215345	0	0	0.714621756080532	0
MYBPC2	10.2595993030753	0.211659177808438	0	0	0	0	0	0	0	0
MYC	103.616957357201	72.1824049388187	273.20350162253	112.534633149417	33.9724448804111	91.9656653092018	9.88898624046455	14.4553363723157	0	6.16746056178171
MYEOV	0	2.33170511734543	0	0	15.2577401245002	43.814275984194	0.116341014593701	1.17766977935258	0	0
MYH10	0.860758831213457	19.9013507178407	2.18828034687322	0.821420679922754	0.527710001990261	0	8.04511566781248	0	0.472703020730482	0.455706678016801
MYLK	0.516455298728074	38.4111915845922	0.926576275801697	0.196733128363645	18.5732202791874	54.5569791820726	1.98458931375703	6.59495076437442	0	0
MYO10	0	17.0923813566723	0	0	2.09999155445919	7.05542585861146	0.232682029187401	1.77980279785	0.64051432832626	0
MYO1B	10.6734095070469	45.7750108566371	1.01511324492758	0	4.38494557663669	2.99094212418517	1.86145623349921	0	0	0
MYO3B	0	0.190260381280337	0	2.36079754036374	0	0	0	0	0	0.496252302610684
MYO6	0	34.0971127463988	0	0	6.86039555148234	2.53783738489967	6.03383675085936	0	0	0.911413356033602
MYOF	0	58.4612608348767	0	0	31.6014258336876	44.5832486214204	17.4083201148123	14.95034350194	0	0
MYOZ1	0	0.642130589045322	0	0	69.6699666857998	31.2818547995885	118.760149935796	0	0	0
MZB1	112.808594481579	13.096478012548	6.17940152986968	5.69970749101156	0	0	0	0.560083049114523	0	5.59011700998326
NAV2	2.41012472739768	10.5262009420275	0.0836020023013959	0	0	0.146117568533523	0	0	0	0
NBEA	3.9594906235819	2.68912637155246	3.09575014719699	0.983665641818223	1.17479743974716	0.292235137067046	0.350221643604182	0	0	0
NBL1	0.496432224342356	156.119612626749	18.4562870759947	18.239063971237	17.1524464244845	11.9844970353845	0.817183835076425	0	0	1.90391796125497
NCALD	0	8.70211700256559	6.82528093391297	39.8979524370809	0	0	0.581705072968503	0.313393465182143	0	93.2919801014936
NCS1	0	11.7929444672472	0	0	19.4489636534746	76.7545466145844	44.3259265601999	0	0	0
NDFIP2	0	28.2818665181773	6.51265255350939	4.72159508072747	11.8953869894403	23.0908604517501	87.1891287106277	0	0	15.4340718130092
NDP	0	0.249222135753444	0	0	0.38087848047349	55.7515484892573	0.233481095736122	0	0	0
NDRG2	3.28568721791006	77.2356345259102	10.462091459207	4.92852407953652	0.167828205678165	1.48870862010935	0.8380328820638	0.235533955870515	0	0.951958980627485
NDRG4	0.496432224342356	4.47057595200512	1.2259452036239	0.786932513454579	2.06692634382648	1.09141373324936	0.16760657641276	0	0	0.455706678016801
NEBL	0	15.5942266797597	0.591314409937951	0	0	0	0	0.235533955870515	100.85838575883	0
NEDD4L	20.8093523800971	30.3966837532451	7.86898269036284	3.41982449460694	10.2658538777394	6.31098953900499	5.60606918951582	13.7893124680143	0	7.1194195424092
NEFH	0	0.41337955158163	0.980134562149449	2.46426203976826	11.1788115816185	16.9782821737207	10.383248861933	1.88036079109286	0	0.951958980627485
NELL2	0	2.8705288266555	224.877195762953	113.35605382934	0	0	0	1.42384223828	0	0.992504605221368
NES	0	14.4767354606348	0	0	36.5423693928402	33.33628466521	14.9427901271118	0	0	0
NFASC	0	4.16804668537061	0	0	0	0	0	0	0.303018922599363	0
NFATC2	6.34852255142587	3.29940569470972	9.74357504497856	18.0712549583006	0	0	0	0	0	20.2846627728185
NFATC4	1.65477408114119	28.2487157214677	0	0	0	0	0	0	0	0
NFIX	0	35.2131480723855	0	1.64284135984551	0	0	0	0	0	0
NID1	0	31.7452056685586	0	0	5.33552742742323	6.32483801594385	0.349023043781102	36.306426237444	0	0
NID2	0	15.038758645418	0.475856976053922	1.13994149820231	0	0.343380831690876	0.16760657641276	0.392556593117525	0	0.496252302610684
NIPSNAP1	4.38091629054675	59.0360133569463	15.4038127630748	6.57136543938203	2.28849958363531	1.16249359621909	3.14120739402991	0	1.0460820478365	3.88892717169771
NKG7	1.33319645849693	10.1402946284685	4.27518334821026	567.690866104752	0	3.55573151579761	0	4.20062286835892	1.04256376609264	2178.96789939858
NNMT	0.680198844795629	156.314110011021	0	0	0	0.292235137067046	0	0	0	1.44821128323817
NOB1	16.713218219526	60.2605730615141	9.12611152325584	16.4284135984551	1.9078810282254	3.89419490386255	1.97779724809291	2.50714772145714	0	10.8461642157314
NOTCH3	0	45.7369410768887	0	0	6.66698775868326	4.0444276484519	3.24561900445653	0.626786930364285	0	0
NPAS2	0	21.3972962148977	2.09577534392294	0	1.44417816222507	0.464311492876513	2.84931179901692	0	0	0
NPDC1	0	68.8626486148379	7.70525499763796	25.0787129604509	1.2054232906918	0.631027146295569	0.314643904907061	0.242696140548895	0	0
NPR1	0	3.61464425791776	0	0	3.23585273362748	8.38661259500618	94.3931714721181	0	0	0
NPR2	0.453465896530419	9.33636769636877	3.86102475046405	2.46426203976826	0.167828205678165	0	0.465364058374802	0	0	2.35962463927177
NPTX2	0	1.777299604516	0.438862494171107	0	1.06995928655317	1.944058394838	0	0	0	0
NQO1	1.20506236369884	131.963318093813	2.84401460383319	4.91832820909112	92.098516514892	336.034422195493	127.745425392267	1.05168327571188	0	22.5534913554184
NR3C2	20.8093523800971	2.21726859291073	57.7233138951827	16.4284135984551	0	0.050235463665292	0.116341014593701	0.949921710619017	0	0.992504605221368
NR4A1	62.3189393798542	51.9940688190999	2.06576019212861	3.41982449460694	0.761756960946979	0.292235137067046	0	219.115274582786	0.600313997133009	15.2410484975238
NR4A2	5.50885651976612	6.26220099875145	3.3706605227226	18.239063971237	0	0	0	4.07411504736786	7.78859869013171	22.8470155350596
NR4A3	5.16455298728074	1.48641974336623	0.176974770754657	0.983665641818223	14.2813286673587	6.73123357779731	67.3337956501109	3.6405398192444	0	0
NRP1	0	31.9069322986504	0	0	30.1688268651028	19.4816216949379	28.9959377194075	0.940180395546428	0	0
NRP2	2.19045814527337	17.3310093712788	0.54361577035294	0	121.393688144829	162.917696646563	81.9518646033787	3.84705461255175	0	0
NT5DC3	5.33278583398771	4.27548675686159	1.48029982647136	0	0.386432669756205	0.401883709322336	0	0.633281140412678	1.57352572791446	0
NUDT4	0	50.9040403205832	0.94625242293532	0	0	0	0	0	0	0
NUPR1	0	194.260766713032	0	0	72.5644989961914	8.84989449975433	0.700443287208365	0.078511318623505	0	0
OAF	0	28.0525860502508	0.632283315381184	0	2.50192365469394	0	0	12.0539083139284	0	1.86337233666109
OBSL1	0	48.4055311361962	0.365038074206007	0	6.78930336001829	3.03725965333309	12.2352800781315	0	0	0
ODC1	0.906931793060838	85.8112709823958	0	2.46426203976826	0.87441785631216	0	0	0	0	0
OGDHL	0	1.2383437586927	0	0	0	0	0	0	0	0
OLFML2A	2.4940624309173	9.14827947307817	0	0	0.188824889839559	0	0	0.161797427032596	0	0
OLR1	0	5.50861799371819	0	0	9.36217517115106	16.9770712211861	1.40088657441673	24.3505127684057	0	0
OR51E2	0	0.148654015549024	0	0	0	0	0	0	0	0
ORAI2	3.99958937549078	16.3354619456347	0	0.590199385090934	1.23197416413591	8.47277597047597	2.17888549336588	5.38288969350776	86.3761037276993	0
ORM1	0	0.748396384300063	0	0	7.63625599216301	1.87090447550469	0	9.49986955344411	111.589017356595	0.455706678016801
ORM2	0	0.367983072042719	0	0	0.671312822712661	0.799178596182319	0	0.242696140548895	4.85418631227274	0
OSBPL10	227.976594402975	11.9464873257764	0.252787543122659	0.786932513454579	0	0.146117568533523	0	0.313393465182143	0	0.951958980627485
OSBPL1A	0	20.5333159370616	2.59850744099971	1.37713189854551	47.9598713742408	28.3693288541732	78.6609762267651	9.61093510838999	5.11172164797531	0
OVOL1	0	4.97810368761246	0	0	0.761756960946979	0.100470927330584	9.07459913830864	0	0	0.496252302610684
OXCT1	10.9522907263669	16.9347619739374	9.39456642051355	8.65625764800036	0	0.627210203761275	0	0	0	0.496252302610684
P2RY6	0	4.53221192857168	0	0	0.38087848047349	5.08832709047694	0	1.42384223828	0	0
P4HA2	0	49.6882730018287	0	0	0.629262518790011	3.06703538314333	0.943931714721181	0.0808987135162982	0.930764748923228	0
PADI2	0	2.99707747170555	0	0	0.719763592624191	1.40512679851843	0.466962191472243	6.581262768825	60.8452238120108	0
PAQR5	0	2.69221473180746	0	0	30.6472030255229	23.1696520841571	19.26219039823	0	0.325111627593843	0
PARM1	26.8073401144872	12.4116392066867	0.0811744580346722	0	0.19205359063393	0.246588495864107	2.44316130646771	1.42384223828	0	0
PARVB	37.329500837914	28.692452177561	10.135862916942	15.9591809748324	301.466394494262	354.686289246825	128.181121559131	94.3295482860499	0	17.428785830936
PAWR	171.765549622455	33.207464501021	2.65434853317737	0.983665641818223	0	0	0	0.940180395546428	0.846274176449981	0.496252302610684
PAX9	0	2.38832658728525	0	0	0	0	0	0	0	0
PBX1	0	24.4580326305294	1.00740019997507	0	0	0	0	0	0	0
PCDH9	29.0218173779468	0.17874130431534	0.338371081642526	0	0	0	0	0	0	0.951958980627485
PCNA	0.992864448684711	128.261170471037	25.6843112096423	22.1783583579143	26.0900619109322	19.5582595717039	14.6052855200544	0	0	17.3476945817482
PCOLCE2	0	3.51928897081727	0	0	1.3346890320544	6.22575630279179	25.7113642252078	0	0	0
PCSK1N	0	2.85589432890268	3.12722087929802	6.57136543938203	0.335656411356331	0	0.314643904907061	0	0	0
PCSK6	0.453465896530419	10.3496268422522	0	0	18.084324450597	22.0929768672802	0.295056273132412	0.560083049114523	0	2.85587694188246
PDE5A	1.09522907263669	6.53054130051887	0.45349516504085	1.13994149820231	0	0.100470927330584	0	0.313393465182143	0.59229429792563	0.496252302610684
PDGFRA	0	8.0719435361612	0	0	34.5076715488559	50.5874452312889	6.51509681724723	0.336170613309667	0	0
PDGFRB	1.09522907263669	49.1656015612891	0	0	1.59444058774906	1.00716799511881	1.03269695596344	0.711921119139999	0	12.4565579973451
PDK4	8.84258498234317	13.505447656723	0	0	9.67631617438368	1.58519131720381	97.5470274722263	137.780430082173	11.4125973572488	0.455706678016801
PDZD2	0	3.0102652495836	2.7180788517647	0	0	0.162898710884762	0	0	0	0.911413356033602
PEA15	5.33278583398771	177.842546329651	1.39844298274781	0.821420679922754	7.39184498481547	14.6531015588417	114.172255814963	2.68936490647734	0	1.90391796125497
PEG10	17.6851699646863	10.322662943537	0.430055013990572	6.57136543938203	0	0	0.581705072968503	0	0	0.951958980627485
PEPD	4.53465896530419	64.0181697909296	4.65603085526448	33.0583034478671	63.0230502886692	30.9372332309993	11.5071946521641	35.4637438631099	0	50.9403734683833
PEX6	1.98572889736942	19.1210647248524	0.531427761825804	0.821420679922754	0	0	0.233481095736122	0.47106791174103	0.498096300800274	0
PFKM	7.48218729275191	36.7444587597547	3.1815079963463	1.64284135984551	1.15929800926862	2.32498719243818	0.442584409698618	0.626786930364285	0.339787687671832	0
PFN2	3.99958937549078	96.1018925112892	10.0040460204152	6.83964898921387	0	0.338792009228523	0	0.313393465182143	0.518557126202652	2.40017026386565
PGM5	0	3.30099968940383	0	0	0.386432669756205	0	0	0.78511318623505	1.28300278904104	0
PHC2	0	99.3954741682807	0.872790523671092	0	6.68292984569313	8.94888024911451	4.02255783390624	6.581262768825	10.2331489014186	0
PHF6	3.78733885733921	12.7857688569051	1.25596105878578	1.13994149820231	0.38087848047349	0.651594843539046	1.5732195245353	0.840124573671784	0	0
PHLDB1	0.330954816228237	41.3415906434447	0.419099531628945	0	2.66277539490707	7.71283412530202	0.700443287208365	0	0	0
PHLDB2	12.2435792063213	16.9836323961659	3.946901559785	21.05044473491	0	0	0	0.313393465182143	0	74.4246877948035
PHLPP2	1.36039768959126	2.75087957525147	0.552766361095209	0	0.38087848047349	0.695029077347919	0.930728116749604	0	0	0
PI16	0.827387040570593	0.369982980996135	21.2711932389503	28.4985374550578	0	0	0	0	0	1.8228267120672
PI3	0	6.53524377251099	0	0	0	0.309016279418285	0	1.21348070274447	448.182183329775	0.951958980627485
PIFO	5.21485781009982	5.19268698818189	0.784491686660433	0	0	0.242909904360292	0.737640682831029	0	0	0
PIGR	3.28568721791006	7.20078287916572	0	0	6.25059356947168	1.96808147678084	3.50221643604182	0	0	0
PIK3AP1	57.5861380237132	6.57097612150893	0	4.92852407953652	11.0702991486608	27.9408015738279	10.3899087602574	14.7294928635607	32.2641847590785	16.9325335283253
PKHD1L1	29.5711849611906	0.405818704058801	0	0	0	0	0	0.235533955870515	0	0
PKIG	8.60758831213457	57.9267252150061	0	0	0	0	0	0	0	1.8228267120672
PKP2	0	9.45759177179989	0.164776460336068	0	0	0	0.33521315282552	1.05168327571188	0.221320231086987	0
PKP3	0	45.4344444374508	0	3.28568271969101	0	0	0	0	0	1.40766565864429
PLAC8	10.8455612732896	6.38650581214558	56.5396458881751	14.5582514989097	0	0.146117568533523	0	2.49172391699	0.35142860507967	28.1436083654016
PLBD1	0.172151766242691	25.3597381315633	0	0	103.91847985417	78.0023819627851	260.977273585618	227.664569978358	188.222111674039	0
PLCD3	1.32381926491295	23.2313176823563	2.15112782411553	3.41982449460694	4.0800296736756	5.47367597186694	0.583702739340304	7.00103811393153	0.238558472650753	0
PLCG2	363.756682070807	8.9675381802625	1.6631708850602	27.7393710992739	34.4949532090131	26.7166048858784	61.3117146908802	60.5132951268999	317.190751522137	101.353653817046
PLEK2	0	16.9222634258589	2.22650700824575	2.46426203976826	8.36641176723929	16.1310583865281	5.83702739340304	0	0	0
PLEKHA6	0	13.7568679686198	0	0	0.410658054711971	0	7.00443287208365	0	0	0
PLEKHA7	0.680198844795629	15.6470548450951	1.17798135948886	5.74994475945928	1.48797795515991	3.10213190726728	0.233481095736122	0.78511318623505	0	0
PLEKHB1	0.680198844795629	14.8011233978047	5.33814893825875	4.10710339961377	0	0	0	0	0	0
PLEKHG1	30.6664140338272	5.33324302245794	0.162348916069344	1.13994149820231	0	0	0	0	0	0
PLEKHG5	0	9.56687178397888	2.67727519344407	1.64284135984551	0	0	0	0	0	0
PLTP	0	75.2933809700387	0	0	4.58668526965373	8.68372975986591	0.8380328820638	0	0	0
PLXDC1	0	12.0149976206393	36.9769147569386	8.21420679922753	0	0	1.03269695596344	0.336170613309667	0	4.88143177691907
PLXNA4	0	0.450494885485885	1.03338238404255	0	0	0	0	0	0	0.911413356033602
PLXNB2	2.41012472739768	188.635604764554	0.343004739937542	0.196733128363645	74.4601753487051	63.3061206457545	21.4536417808333	246.663004190738	0.152445856567352	0.496252302610684
PMEPA1	2.48216112171178	49.1817382182819	0	0	0	0.146117568533523	0	0	0	0
PMP22	0	56.9075867693608	0	0	1.47712950165806	1.90444110356342	0.232682029187401	0.672341226619334	0	0
PODXL	1.13366474132605	24.9292752777433	0	0	1.52351392189396	0	7.00443287208365	0	0	0
POU2AF1	79.9917875098157	2.30995655109589	0.647709063000611	0	0	0	0	0.336170613309667	0	0.455706678016801
PPFIBP1	6.45361891645062	23.7831121338602	2.23633852167039	4.55976599280925	8.85267457647139	5.73553733592681	13.5419035526951	1.89984342123803	0.445466634612295	0
PPIC	0	56.0427790189794	0	0	101.185623208991	74.6378650551597	127.116137582452	0	0	0
PPM1H	0	6.17762342367076	0.17663947782562	0	66.024932302947	137.76276594768	15.293011770716	15.30630406151	5.86147522103521	0
PPP1R14A	0.344303532485383	10.7141353135477	0	0	0	0	0	0	0	0
PPP1R16B	20.0227663818083	1.95278594995495	6.48803605700754	19.6733128363645	0	0	0.116740547868061	0	0	16.4671220428244
PPP3CA	1.33319645849693	20.6047123080492	0	0.786932513454579	0	0	0.629287809814121	1.26656228082536	5.9592406582776	0
PRDM13	0	0	0	0.196733128363645	0	0	0	0	0	0
PRF1	0.344303532485383	3.7159703866753	36.4447565577574	1905.55708133026	0	0	0	9.07660655936101	0.473122512140077	12841.2975132732
PRG4	0	0.274383617147701	0.355416277042477	0	0	0	0	0	0	0
PRKAR1B	0	18.7452442468177	0.94625242293532	0	0	0	0	0	0	0
PRKCQ	0	1.63611301103542	125.70369516756	128.46673282146	0	0.355573151579761	0	1.09915846072907	0.0707471650549755	146.723319890414
PRKCZ	6.66598229248464	24.4230731107868	2.51739985875237	6.88565949272756	0	0.146117568533523	0	0	3.00138855179575	4.55706678016801
PROCR	0.165477408114119	20.6504226394921	1.19255432453053	15.5419171407279	7.43814028678738	52.3471814031606	0.67042630565104	3.025535519787	0	37.7134486037545
PRODH	0	11.7233132242425	0.170254201516882	0.196733128363645	0.57293207110742	0	0	0	0	0
PROM2	0	33.2004065786099	0.68894295094141	0.821420679922754	0.188824889839559	0	0.16760657641276	0	0	0.951958980627485
PRSS35	0	0.192899179788643	0	11.4998895189186	0.407429353917599	0.518471862464523	0	0	0	0
PSAT1	0.344303532485383	22.2647708195517	14.0951157111486	14.3615183705461	651.500447754838	8.67735528550459	16.5930510648632	0	0	8.7298133240229
PSCA	0.344303532485383	2.16875971363459	1.60757551673338	1.13994149820231	5.45477985357284	1.59439934977057	2.80177314883346	0.242696140548895	0	0.951958980627485
PTAFR	2.04059653438689	6.05608884187189	1.32474222673151	1.64284135984551	143.603333662599	261.283697823804	3.46108295397767	233.492661586304	793.443701957256	1.44821128323817
PTCH1	1.09522907263669	4.39902387149123	6.86993746489484	14.7855722386096	0.19205359063393	0	0	0	0	12.4160123727512
PTGDS	0	34.8649407828801	3.37670366475604	18.0712549583006	90.5011294379663	42.5128671290726	64.0257121896743	1.42384223828	0	71.0011721086066
PTGER3	0.22673294826521	1.36542299329752	0.169185540821263	0	0	0	0	0.280041524557261	0	0
PTGIS	0	3.10650641048632	0	0	0	0	0	0	0	0
PTGR1	0	68.7050544595262	0	0	0	1.35635751896288	13.7437392658463	0	0	0
PTGS2	0	3.42567614394031	0	0	0.566474669518678	4.45556433803827	0.147528136566206	244.129879629087	348.240790926806	0
PTK2	31.7616431064639	71.3114170301126	3.01465974071648	0	8.20460516031091	5.29870746453693	8.85168819397235	3.08045677012988	0	0.992504605221368
PTK7	0	70.4021042739265	1.27028783505644	1.64284135984551	0.21860446407804	0.644793613682627	0.590112546264824	0	0	1.40766565864429
PTPN13	0	10.7096831714506	0.747712470352792	0	1.06995928655317	4.83620187352228	1.51762712228479	0.949921710619017	0	0
PTPRF	0	132.534423613461	0	0	0.596254243757159	1.78553257963875	1.88786342944236	0.35596055957	0	0
PTPRK	12.4108056085589	28.6450646499398	1.35163073920864	0	0	0.325797421769523	0	0	0	0.455706678016801
PTPRO	29.248550326212	1.70657505358064	5.46143393671759	0.983665641818223	22.662698170895	15.1705425986888	23.9662490063023	6.76325063182999	0	0
PXDC1	13.2381926491295	35.3796471127436	0	0	53.4555351564969	61.0212433734287	45.7622947642798	2.11980560283464	0.955890200193934	0
PYGL	0	37.4282031968978	0.602290751725925	0	130.634404701426	99.9948078135012	174.813659198509	276.099642825468	1189.66944334664	0
QDPR	0.165477408114119	35.8510521126526	2.53594767920002	2.27988299640462	1.41111295159236	1.12956484041419	0.590112546264824	0.94213582348206	0	0.951958980627485
QSOX2	13.6039768959126	10.1307402049655	1.27554955060762	0	0	0	0	0	0	0
RAB13	3.40099422397814	180.25638037362	0.442989186686363	0.196733128363645	360.002923236875	391.10495517916	244.781494705146	21.71359413377	1.50731724794602	0
RAB25	0	146.051918330213	0	1.18039877018187	0.356653095517725	0	0	0	0	0.455706678016801
RAB27B	0	5.16195574914405	0.767669005283012	2.95099692545467	0	0	0	0	0	4.75979490313743
RAB30	5.47614536318344	5.69207509391248	0	1.13994149820231	0.19205359063393	0	0	0	0	0
RAB31	3.99958937549078	39.9175600110772	0	0	20.1607745162011	17.0413260824318	5.97823419323415	25.2037372101535	93.9837944171753	0
RAB3B	0	0.362336261585995	0	0	0	0	0	0	0	0
RAI14	0	28.4277221014925	0	0	0.377649779679119	2.61077792648543	0.33521315282552	0	0	0
RAMP1	0	22.5105855148144	3.09897004081084	1.18039877018187	38.7076497409798	21.2170217816878	3043.06500135007	0	0	87.4797253535727
RAP1GAP	0	17.9420564853189	0	0	0	0	4.09037076379179	0	0	0
RAPGEF3	2.19045814527337	9.99774801460738	0.172235737735353	0	33.8011644903569	9.49712784138927	118.935396054869	0	0.546736554552333	0.911413356033602
RAPGEF5	23.6632693603189	10.4219829750253	0	1.18039877018187	0	0	0	0	0	0.455706678016801
RARRES1	0	14.0176128310496	0	0	18.0739699681217	10.0563323648975	14.310229246922	0	0	0
RASGRF2	0.22673294826521	2.63031767918464	64.5354518764277	22.9997790378371	0	0	0	0.280041524557261	0	10.4715487869023
RAVER2	0.172151766242691	7.81992962722151	0.45349516504085	1.13994149820231	0.38087848047349	0.146117568533523	0.350221643604182	0.336170613309667	0	0
RBFOX2	0	35.6116323660595	1.10512721140269	0.821420679922754	1.14586414221484	0.309016279418285	0.590112546264824	0	0	1.3671200340504
